Name,,Lab_L,Lab_a,Lab_b,ink1,ink2,ink3,ink4,%1,%2,%3,%4
PANTONE 618 C,,68,-4.1914062,46.2695312,PANTONE Yellow 1657,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 619 C,,58,-2.890625,52.0078125,PANTONE Yellow 1658,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 619 C,,58,-2.890625,52.0078125,PANTONE Yellow 1659,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 620 C,,50,-1.4609375,51.53125,PANTONE Yellow 1660,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 620 C,,50,-1.4609375,51.53125,PANTONE Yellow 1661,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 621 C,,87,-4.7109375,0.328125,PANTONE Yellow 1662,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 621 C,,87,-4.7109375,0.328125,PANTONE Yellow 1663,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 622 C,,82,-7.9726562,0.3671875,PANTONE Yellow 1664,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 622 C,,82,-7.9726562,0.3671875,PANTONE Yellow 1665,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 623 C,,73,-11.8515625,0.7695312,PANTONE Yellow 1666,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 623 C,,73,-11.8515625,0.7695312,PANTONE Yellow 1667,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 624 C,,62,-15.96875,1.3476562,PANTONE Yellow 1668,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 624 C,,62,-15.96875,1.3476562,PANTONE Yellow 1669,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 625 C,,50,-19.7617188,1.9414062,PANTONE Yellow 1670,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 625 C,,50,-19.7617188,1.9414062,PANTONE Yellow 1671,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 626 C,,32,-22.2617188,2.7265625,PANTONE Yellow 1672,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 626 C,,32,-22.2617188,2.7265625,PANTONE Yellow 1673,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 627 C,,15,-16.9765625,1.6992188,PANTONE Yellow 1674,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 627 C,,15,-16.9765625,1.6992188,PANTONE Yellow 1675,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 628 C,,88,-7.96875,-6.34375,PANTONE Yellow 1676,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 628 C,,88,-7.96875,-6.34375,PANTONE Yellow 1677,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 629 C,,83,-13.5820312,-10.7929688,PANTONE Yellow 1678,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 629 C,,83,-13.5820312,-10.7929688,PANTONE Yellow 1679,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 630 C,,77,-20.1796875,-17.09375,PANTONE Yellow 1680,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 630 C,,77,-20.1796875,-17.09375,PANTONE Yellow 1681,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 631 C,,69,-26.59375,-23.09375,PANTONE Yellow 1682,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 631 C,,69,-26.59375,-23.09375,PANTONE Yellow 1683,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 632 C,,58,-33.7304688,-29.7226562,PANTONE Yellow 1684,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 632 C,,58,-33.7304688,-29.7226562,PANTONE Yellow 1685,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 633 C,,45,-36.5625,-35.0546875,PANTONE Yellow 1686,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 633 C,,45,-36.5625,-35.0546875,PANTONE Yellow 1687,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 634 C,,35,-32.9023438,-35.984375,PANTONE Yellow 1688,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 634 C,,35,-32.9023438,-35.984375,PANTONE Yellow 1689,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 635 C,,85,-14,-12.390625,PANTONE Yellow 1690,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 635 C,,85,-14,-12.390625,PANTONE Yellow 1691,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 636 C,,80,-19.28125,-17.7226562,PANTONE Yellow 1692,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 636 C,,80,-19.28125,-17.7226562,PANTONE Yellow 1693,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 637 C,,75,-25.7109375,-24.671875,PANTONE Yellow 1694,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 637 C,,75,-25.7109375,-24.671875,PANTONE Yellow 1695,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 638 C,,65,-34.0117188,-34.5742188,PANTONE Yellow 1696,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 638 C,,65,-34.0117188,-34.5742188,PANTONE Yellow 1697,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 639 C,,55,-38.1992188,-42.2226562,PANTONE Yellow 1698,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 639 C,,55,-38.1992188,-42.2226562,PANTONE Yellow 1699,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 640 C,,48,-37.203125,-47.421875,PANTONE Yellow 1700,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 640 C,,48,-37.203125,-47.421875,PANTONE Yellow 1701,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 641 C,,40,-32.1445312,-49.8125,PANTONE Yellow 1702,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 641 C,,40,-32.1445312,-49.8125,PANTONE Yellow 1703,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 642 C,,86,-1.8828125,-7.875,PANTONE Yellow 1704,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 642 C,,86,-1.8828125,-7.875,PANTONE Yellow 1705,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 643 C,,83,-2.4335938,-10.234375,PANTONE Yellow 1706,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 643 C,,83,-2.4335938,-10.234375,PANTONE Yellow 1707,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 644 C,,70,-4.4609375,-19.203125,PANTONE Yellow 1708,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 644 C,,70,-4.4609375,-19.203125,PANTONE Yellow 1709,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 645 C,,61,-5.1210938,-24.8320312,PANTONE Yellow 1710,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 645 C,,61,-5.1210938,-24.8320312,PANTONE Yellow 1711,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 646 C,,52,-5.5,-29.3007812,PANTONE Yellow 1712,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 646 C,,52,-5.5,-29.3007812,PANTONE Yellow 1713,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 647 C,,34,-4.75,-36.2304688,PANTONE Yellow 1714,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 647 C,,34,-4.75,-36.2304688,PANTONE Yellow 1715,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 648 C,,16,0.8789062,-37.1132812,PANTONE Yellow 1716,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 648 C,,16,0.8789062,-37.1132812,PANTONE Yellow 1717,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 649 C,,87,-0.9609375,-7.4101562,PANTONE Yellow 1718,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 649 C,,87,-0.9609375,-7.4101562,PANTONE Yellow 1719,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 650 C,,82,-1.390625,-11.3632812,PANTONE Yellow 1720,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 650 C,,82,-1.390625,-11.3632812,PANTONE Yellow 1721,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 651 C,,70,-1.9921875,-19.34375,PANTONE Yellow 1722,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 651 C,,70,-1.9921875,-19.34375,PANTONE Yellow 1723,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 652 C,,57,-2.0429688,-26.6796875,PANTONE Yellow 1724,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 652 C,,57,-2.0429688,-26.6796875,PANTONE Yellow 1725,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 653 C,,35,-0.4414062,-37.25,PANTONE Yellow 1726,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 653 C,,35,-0.4414062,-37.25,PANTONE Yellow 1727,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 654 C,,19,3.4101562,-37.4023438,PANTONE Yellow 1728,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 654 C,,19,3.4101562,-37.4023438,PANTONE Yellow 1729,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 655 C,,13,5.3203125,-34.1289062,PANTONE Yellow 1730,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 655 C,,13,5.3203125,-34.1289062,PANTONE Yellow 1731,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 656 C,,87,-1.0898438,-8.6914062,PANTONE Yellow 1732,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 656 C,,87,-1.0898438,-8.6914062,PANTONE Yellow 1733,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 657 C,,82,-1.7421875,-14.9609375,PANTONE Yellow 1734,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 657 C,,82,-1.7421875,-14.9609375,PANTONE Yellow 1735,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 658 C,,74,-1.890625,-24.0429688,PANTONE Yellow 1736,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 658 C,,74,-1.890625,-24.0429688,PANTONE Yellow 1737,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 659 C,,61,-0.9492188,-37.4648438,PANTONE Yellow 1738,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 659 C,,61,-0.9492188,-37.4648438,PANTONE Yellow 1739,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 660 C,,45,2.4765625,-50.6523438,PANTONE Yellow 1740,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 660 C,,45,2.4765625,-50.6523438,PANTONE Yellow 1741,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 661 C,,23,14.5078125,-59.984375,PANTONE Yellow 1742,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 661 C,,23,14.5078125,-59.984375,PANTONE Yellow 1743,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 662 C,,16,21.15625,-58.7070312,PANTONE Yellow 1744,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 662 C,,16,21.15625,-58.7070312,PANTONE Yellow 1745,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 663 C,,87,3.6289062,-5.5117188,PANTONE Yellow 1746,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 663 C,,87,3.6289062,-5.5117188,PANTONE Yellow 1747,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 664 C,,84,4.6953125,-7.1289062,PANTONE Yellow 1748,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 664 C,,84,4.6953125,-7.1289062,PANTONE Yellow 1749,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 665 C,,77,7.4804688,-11.3789062,PANTONE Yellow 1750,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 665 C,,77,7.4804688,-11.3789062,PANTONE Yellow 1751,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 666 C,,63,11.8398438,-17.2734375,PANTONE Yellow 1752,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 666 C,,63,11.8398438,-17.2734375,PANTONE Yellow 1753,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 667 C,,46,16.5,-23.140625,PANTONE Yellow 1754,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 667 C,,46,16.5,-23.140625,PANTONE Yellow 1755,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 668 C,,35,19.2695312,-26.2226562,PANTONE Yellow 1756,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 668 C,,35,19.2695312,-26.2226562,PANTONE Yellow 1757,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 669 C,,22,20.40625,-27.125,PANTONE Yellow 1758,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 669 C,,22,20.40625,-27.125,PANTONE Yellow 1759,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 670 C,,87,9.6796875,-5.3203125,PANTONE Yellow 1760,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 670 C,,87,9.6796875,-5.3203125,PANTONE Yellow 1761,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 671 C,,82,16.9570312,-8.2617188,PANTONE Yellow 1762,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 671 C,,82,16.9570312,-8.2617188,PANTONE Yellow 1763,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 672 C,,74,27.46875,-11.5820312,PANTONE Yellow 1764,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 672 C,,74,27.46875,-11.5820312,PANTONE Yellow 1765,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 673 C,,67,37.4570312,-13.6601562,PANTONE Yellow 1766,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 673 C,,67,37.4570312,-13.6601562,PANTONE Yellow 1767,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 674 C,,56,49.078125,-14.5820312,PANTONE Yellow 1768,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 674 C,,56,49.078125,-14.5820312,PANTONE Yellow 1769,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 675 C,,42,60.4492188,-10.09375,PANTONE Yellow 1770,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 675 C,,42,60.4492188,-10.09375,PANTONE Yellow 1771,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 676 C,,35,60.5585938,-2.125,PANTONE Yellow 1772,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 676 C,,35,60.5585938,-2.125,PANTONE Yellow 1773,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 677 C,,85,8.6210938,-4.203125,PANTONE Yellow 1774,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 677 C,,85,8.6210938,-4.203125,PANTONE Yellow 1775,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 678 C,,83,11.3007812,-5.5,PANTONE Yellow 1776,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 678 C,,83,11.3007812,-5.5,PANTONE Yellow 1777,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 679 C,,80,14.6210938,-6.890625,PANTONE Yellow 1778,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 679 C,,80,14.6210938,-6.890625,PANTONE Yellow 1779,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 680 C,,68,24.4492188,-9.421875,PANTONE Yellow 1780,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 680 C,,68,24.4492188,-9.421875,PANTONE Yellow 1781,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 681 C,,57,32.2773438,-10.75,PANTONE Yellow 1782,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 681 C,,57,32.2773438,-10.75,PANTONE Yellow 1783,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 682 C,,43,40.2890625,-10.3320312,PANTONE Yellow 1784,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 682 C,,43,40.2890625,-10.3320312,PANTONE Yellow 1785,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 683 C,,29,41.9882812,-5.3203125,PANTONE Yellow 1786,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 683 C,,29,41.9882812,-5.3203125,PANTONE Yellow 1787,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 684 C,,83,12.125,-3.7617188,PANTONE Yellow 1788,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 684 C,,83,12.125,-3.7617188,PANTONE Yellow 1789,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 685 C,,79,16.359375,-5.2695312,PANTONE Yellow 1790,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 685 C,,79,16.359375,-5.2695312,PANTONE Yellow 1791,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 686 C,,75,19.9882812,-6.3046875,PANTONE Yellow 1792,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 686 C,,75,19.9882812,-6.3046875,PANTONE Yellow 1793,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 687 C,,63,28.8867188,-8.3398438,PANTONE Yellow 1794,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 687 C,,63,28.8867188,-8.3398438,PANTONE Yellow 1795,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 688 C,,54,34.4179688,-9.3125,PANTONE Yellow 1796,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 688 C,,54,34.4179688,-9.3125,PANTONE Yellow 1797,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 689 C,,40,39.9375,-9.125,PANTONE Yellow 1798,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 689 C,,40,39.9375,-9.125,PANTONE Yellow 1799,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 690 C,,26,35.8242188,-4.7734375,PANTONE Yellow 1800,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 690 C,,26,35.8242188,-4.7734375,PANTONE Yellow 1801,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 691 C,,84,10.0117188,0.890625,PANTONE Yellow 1802,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 691 C,,84,10.0117188,0.890625,PANTONE Yellow 1803,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 692 C,,81,13.4570312,0.9882812,PANTONE Yellow 1804,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 692 C,,81,13.4570312,0.9882812,PANTONE Yellow 1805,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 693 C,,73,19.5390625,1.9882812,PANTONE Yellow 1806,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 693 C,,73,19.5390625,1.9882812,PANTONE Yellow 1807,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 694 C,,65,24.2773438,2.7773438,PANTONE Yellow 1808,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 694 C,,65,24.2773438,2.7773438,PANTONE Yellow 1809,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 695 C,,52,31.4453125,4.828125,PANTONE Yellow 1810,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 695 C,,52,31.4453125,4.828125,PANTONE Yellow 1811,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 696 C,,40,35.0195312,8.4375,PANTONE Yellow 1812,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
PANTONE 696 C,,40,35.0195312,8.4375,PANTONE Yellow 1813,PANTONE Rub. Red,PANTONE Black,PANTONE Trans. Wt.,15.15,11.06,2.23,71.56
